"Do some research on al-Khorezmi (also al-Khwarizmi), the man from whose name the word ""algorithm"" is derived. In particular, you should learn what the origins of the words ""algorithm"" and ""algebra"" have in common. ",13,0.997699063206,0.499236638604,0.17922085965,2,1
"Given that the official purpose of the U.S. patent system is the promotion of the ""useful arts,"" do you think algorithms are patentable in this country? Should they be? ",22,0.980281339606,0.501652607941,0.135836103867,3,4
Write down driving directions for going from your school to your home with the precision required from an algorithm's description. b. Write down a recipe for cooking your favorite dish with the precision required by an algorithm.,17,0.998920224957,0.435654860785,0.200207195116,2,5
"Old World puzzle A peasant finds himself on a riverbank with a wolf, a goat, and a head of cabbage. He needs to transport all three to the other side of the river in his boat. However, the boat has room for only the peasant himself and one other item (either the wolf, the goat, or the cabbage). In his absence, the wolf would eat the goat, and the goat would eat the cabbage. Solve this problem for the peasant or prove it has no solution. (Note: The peasant is a vegetarian but does not like cabbage and hence can eat neither the goat nor the cabbage to help him solve the problem. And it goes without saying that the wolf is a protected species.) ",17,0.988204278822,0.0,0.335558113939,2,5
"New World puzzle There are four people who want to cross a rickety bridge; they all begin on the same side. You have 17 minutes to get them all across to the other side. It is night, and they have one flashlight. A maximum of two people can cross the bridge at one time. Any party that crosses, either one or two people, must have the flashlight with them. The flashlight must be walked back and forth; it cannot be thrown, for example. Person 1 takes 1 minute to cross the bridge, person 2 takes 2 minutes, person 3 takes 5 minutes, and person 4 takes 10 minutes. A pair must walk together at the rate of the slower person's pace. (Note: According to a rumor on the Internet, interviewers at a well-known software company located near Seattle have given this problem to interviewees.) ",17,0.999996577714,0.0,0.268974800608,2,5
"Which of the following formulas can be considered an algorithm for computing the area of a triangle whose side lengths are given positive numbers a, b, and c? a. S= p(p - a)(p - b)(p - c), where p = (a + b + c)/2 b. S= 1 bc sin A, where A is the angle between sides b and c 2 c. S = 1 aha , where ha is the height to base a 2 ",10,0.845374305333,0.5,0.164408912695,1,4
"Write pseudocode for an algorithm for finding real roots of equation ax2 + bx + c = 0 for arbitrary real coefficients a, b, and c. (You may assume the availability of the square root function sqrt (x).) ",14,0.942037514481,0.857347485764,0.21097030896,2,2
Describe the standard algorithm for finding the binary representation of a positive decimal integer a. in English. b. in pseudocode.,12,0.290497974949,0.0,0.133844039004,2,0
"Describe the algorithm used by your favorite ATM machine in dispensing cash. (You may give your description in either English or pseudocode, whichever you find more convenient.) ",13,0.996051770335,0.0,0.17898133152,2,1
Name the algorithms for the searching problem that you already know. Give a good succinct description of each algorithm in English,12,0.561638318217,1.0,0.177334872864,2,0
"Describe how one can implement each of the following operations on an array so that the time it takes does not depend on the array's size n. a. Delete the ith element of an array (1 i n). b. Delete the ith element of a sorted array (the remaining array has to stay sorted, of course). ",17,0.919942790174,0.442767954424,0.129301041515,2,5
"If you have to solve the searching problem for a list of n numbers, how can you take advantage of the fact that the list is known to be sorted? Give separate answers for a. lists represented as arrays. b. lists represented as linked lists. ",10,0.991359904917,0.479901412236,0.187944746184,1,4
"Show the stack after each operation of the following sequence that starts with the empty stack: push(a), push(b), pop, push(c), push(d), pop b. Show the queue after each operation of the following sequence that starts with the empty queue: enqueue(a), enqueue(b), dequeue, enqueue(c), enqueue(d), dequeue ",13,0.877151337298,0.365450760912,0.171124280832,2,1
"Let A be the adjacency matrix of an undirected graph. Explain what property of the matrix indicates that i. the graph is complete. ii. the graph has a loop, i.e., an edge connecting a vertex to itself. iii. the graph has an isolated vertex, i.e., a vertex with no edges incident to it. b. Answer the same questions for the adjacency list representation. ",10,0.892119795687,0.325951883969,0.213665404913,1,4
Compute the following sums. a. 1 + 3 + 5 + 7 + . . . + 999 b. 2 + 4 + 8 + 16 + . . . + 1024 c. n+1 1 d. n+1 i e. n-1 i(i + 1) i=3 i=3 i=0 f. n 3j +1 g. n n ij h. n 1/ i(i + 1) j =1 i=1 j =1 i=1,12,0.848653186322,0.452504058244,0.203633182127,2,0
Find the order of growth of the following sums. Use the (g(n)) notation with the simplest function g(n) possible. a. ni =-01(i 2 +1)2 b. n-1 lg i2 i=2 ij-=10(i + j ) n-1 c. in=1(i + 1)2i-1 d. i=0,9,0.999403500851,0.323595565082,0.19528013601,1,3
"The sample variance of n measurements x1, . . . , xn can be computed as either in=1(xi - xų)2 n xi where xų = i=1 n-1 n or n xi2 - ( n xi )2/ n i=1 i=1 . n-1 Find and compare the number of divisions, multiplications, and additions/ subtractions (additions and subtractions are usually bunched together) that are required for computing the variance according to each of these formulas. ",14,0.986772507326,0.340830082104,0.186664275643,2,2
Find a Web site dedicated to applications of the Fibonacci numbers and study it.,1,0.950580472078,0.339628792968,0.343486543304,0,1
Fibonacci's rabbits problem A man put a pair of rabbits in a place surrounded by a wall. How many pairs of rabbits will be there in a year if the initial pair of rabbits (male and female) are newborn and all rabbit pairs are not fertile during their first month of life but thereafter give birth to one new male/female pair at the end of every month?,3,0.998969939354,0.257971768974,0.251232037621,0,3
"Climbing stairs Find the number of different ways to climb an n-stair staircase if each step is either one or two stairs. For example, a 3-stair staircase can be climbed three ways: 1-1-1, 1-2, and 2-",8,0.992990786147,1.0,0.339579376069,1,2
"How many even numbers are there among the first n Fibonacci numbers, i.e., among the numbers F (0), F (1), . . . , F (n - 1)? Give a closed-form formula valid for every n > ",3,0.79500727766,0.164508150948,0.336863949553,0,3
"Apply quicksort to sort the list E, X, A, M, P , L, E in alphabetical order. Draw the tree of the recursive calls made. ",14,0.96275470488,0.597787035242,0.131697206526,2,2
"For the partitioning procedure outlined in this section: a. Prove that if the scanning indices stop while pointing to the same element, i.e., i = j, the value they are pointing to must be equal to p. b. Prove that when the scanning indices stop, j cannot point to an element more than one position to the left of the one pointed to by i. ",15,0.982572919145,0.0,0.260333656709,2,3
Give an example showing that quicksort is not a stable sorting algorithm.,15,0.928570424397,0.0,0.184208015567,2,3
Give an example of an array of n elements for which the sentinel mentioned in the text is actually needed. What should be its value? Also explain why a single sentinel suffices for any input.,15,0.976605060735,1.0,0.151852101958,2,3
"For the version of quicksort given in this section: a. Are arrays made up of all equal elements the worst-case input, the bestcase input, or neither? b. Are strictly decreasing arrays the worst-case input, the best-case input, or neither? ",16,0.841213579787,0.5,0.227972551494,2,4
"For quicksort with the median-of-three pivot selection, are strictly increasing arrays the worst-case input, the best-case input, or neither? b. Answer the same question for strictly decreasing arrays. ",16,0.988739415979,0.0,0.31937226254,2,4
"Estimate how many times faster quicksort will sort an array of one million random numbers than insertion sort. b. True or false: For every n > 1, there are n-element arrays that are sorted faster by insertion sort than by quicksort? ",9,0.582125217734,1.0,0.245911346411,1,3
"Design a divide-and-conquer algorithm for computing the number of levels in a binary tree. (In particular, the algorithm must return 0 and 1 for the empty and single-node trees, respectively.) What is the time efficiency class of your algorithm? ",17,0.982139527807,0.770792459505,0.146614458718,2,5
"The following algorithm seeks to compute the number of leaves in a binary tree. ALGORITHM LeafCounter(T ) //Computes recursively the number of leaves in a binary tree //Input: A binary tree T //Output: The number of leaves in T if T = return 0 else return LeafCounter(Tleft)+ LeafCounter(Tright) Is this algorithm correct? If it is, prove it; if it is not, make an appropriate correction. ",15,0.99693191033,0.889794671266,0.143221074618,2,3
"Can you compute the height of a binary tree with the same asymptotic efficiency as the section's divide-and-conquer algorithm but without using a stack explicitly or implicitly? Of course, you may use a different algorithm altogether. ",17,0.988941942686,0.889794671266,0.154974689721,2,5
Consider the problem of finding the distance between the two closest numbers in an array of n numbers. (The distance between two numbers x and y is computed as |x - y|.) a. Design a presorting-based algorithm for solving this problem and determine its efficiency class. b. Compare the efficiency of this algorithm with that of the brute-force algorithm (see Problem 9 in Exercises,17,0.995175642557,0.479901411496,0.183045246677,2,5
Which of the following binary trees are AVL trees? 5 5 5 3 6 4 6 3 6 2 8 2 8 1 2 7 9 1 3 7 9 (a) (b) (c),10,0.921033288294,1.0,0.164770693531,1,4
"Construct a heap for the list 1, 8, 6, 5, 3, 7, 4 by the bottom-up algorithm.",14,0.251856379736,0.483482468173,0.180824112951,2,2
"Construct a heap for the list 1, 8, 6, 5, 3, 7, 4 by successive key insertions (top-down algorithm).",14,0.702965444028,1.0,0.209254776067,2,2
Is it always true that the bottom-up and top-down algorithms yield the same heap for the same input?,15,0.124577816006,0.0,0.129299837437,2,3
Find the smallest and the largest number of keys that a heap of height h can contain. b. Prove that the height of a heap with n nodes is equal to log2 n .,9,0.421291909204,0.537243728788,0.175612228777,1,3
Design an efficient algorithm for finding and deleting an element of the smallest value in a heap and determine its time efficiency.,16,0.380675992875,1.0,0.14646780701,2,4
Design an efficient algorithm for finding and deleting an element of a given value v in a heap H and determine its time efficiency.,16,0.296893950261,0.0,0.152816488672,2,4
Indicate the time efficiency classes of the three main operations of the priority queue implemented as a. an unsorted array. b. a sorted array. c. a binary search tree. d. an AVL tree. e. a heap.,16,0.575111506547,1.0,0.153362938478,2,4
"Sort the following lists by heapsort by using the array representation of heaps. a. 1, 2, 3, 4, 5 (in increasing order) b. 5, 4, 3, 2, 1 (in increasing order) c. S, O, R, T, I, N, G (in alphabetical order) ",14,0.967507056811,0.0,0.235734387506,2,2
Is heapsort a stable sorting algorithm?,7,0.445953024562,0.0,0.253881633323,1,1
What variety of the transform-and-conquer technique does heapsort represent?,6,0.655425396072,1.0,0.365376514251,1,0
Which sorting algorithm other than heapsort uses a priority queue?,6,0.920966674254,1.0,0.236091874757,1,0
"Implement three advanced sorting algorithms--mergesort, quicksort, and heapsort--in the language of your choice and investigate their performance on arrays of sizes n = 103, 104, 105, and ",14,0.847899950492,0.0,0.147850199542,2,2
Write pseudocode for the brute-force polynomial evaluation that stems from substituting a given value of the variable into the polynomial's formula and evaluating it from the lowest term to the highest one. Determine the number of multiplications and the number of additions made by this algorithm.,14,0.997604278634,0.644145636002,0.241579066964,2,2
"Estimate how much faster Horner's rule is compared to the ""lowest to highest term"" brute-force algorithm of Problem 2 if (i) the time of one multiplication is significantly larger than the time of one addition; (ii) the time of one multiplication is about the same as the time of one addition.",15,0.995369737239,0.601334385475,0.173052635596,2,3
Is Horner's rule more time efficient at the expense of being less space efficient than the brute-force algorithm?,6,0.764877662747,0.314679707235,0.208373545906,1,0
Apply Horner's rule to evaluate the polynomial p(x) = 3x4 - x3 + 2x + 5 at x = -,14,0.844617890282,1.0,0.263457804305,2,2
Apply Horner's rule to convert 110100101 from binary to decimal.,14,0.940511678514,0.0,0.189703817487,2,2
"Is it possible to exchange numeric values of two variables, say, u and v, without using any extra storage? ",23,0.948938619188,0.513092832745,0.211892169953,3,5
Will the comparison-counting algorithm work correctly for arrays with equal values?,15,0.775516094703,1.0,0.159430778253,2,3
Give examples of using an index in real-life applications that do not involve computers.,9,0.851715159669,0.22645175938,0.149507974179,1,3
Find the minimum order of the B-tree that guarantees that the number of disk accesses in searching in a file of 100 million records does not exceed,8,0.997718305699,0.75251069385,0.256579676693,1,2
Draw the B-tree obtained after inserting 30 and then 31 in the B-tree in Figure,14,0.379469290179,1.0,0.189932370876,2,2
Outline an algorithm for finding the largest key in a B-tree.,8,0.404370289645,0.604863153571,0.202026493124,1,2
Why is the time efficiency of algorithm OptimalBST cubic? b. Why is the space efficiency of algorithm OptimalBST quadratic?,16,0.945401375784,0.0,0.191251122897,2,4
Write pseudocode for a linear-time algorithm that generates the optimal binary search tree from the root table.,17,0.969909576808,0.0,0.171432659827,2,5
"Devise a way to compute the sums j ps , which are used in the dynamic s=i programming algorithm for constructing an optimal binary search tree, in constant time (per sum). ",17,0.989639158161,0.74186450308,0.218812018752,2,5
True or false: The root of an optimal binary search tree always contains the key with the highest search probability?,8,0.841244735409,1.0,0.155866684028,1,2
How would you construct an optimal binary search tree for a set of n keys if all the keys are equally likely to be searched for? What will be the average number of comparisons in a successful search in such a tree if n = 2k?,15,0.475778812045,0.5,0.166548267134,2,3
"Show that the number of distinct binary search trees b(n) that can be constructed for a set of n orderable keys satisfies the recurrence relation n-1 b(n) = b(k)b(n - 1 - k) for n > 0, b(0) = ",10,0.868479306904,1.0,0.140375780727,1,4
Design a (n2) algorithm for finding an optimal binary search tree.,17,0.962055089981,0.468235802013,0.189374693053,2,5
Generalize the optimal binary search algorithm by taking into account unsuccessful searches.,17,0.915754102526,0.618589221785,0.21686147866,2,5
Apply Warshall's algorithm to find the transitive closure of the digraph defined by the following adjacency matrix: 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0,14,0.715125164831,0.750047217637,0.265212249005,2,2
Explain what adjustments if any need to be made in Dijkstra's algorithm and/or in an underlying graph to solve the following problems. a. Solve the single-source shortest-paths problem for directed weighted graphs. b. Find a shortest path between two given vertices of a weighted graph or digraph. (This variation is called the single-pair shortest-path problem.) c. Find the shortest paths to a given vertex from each other vertex of a weighted graph or digraph. (This variation is called the single-destination shortest-paths problem.) d. Solve the single-source shortest-paths problem in a graph with nonnegative numbers assigned to its vertices (and the length of a path defined as the sum of the vertex numbers on the path).,8,0.999874693743,0.696967953385,0.171802873268,1,2
"Solve the following linear programming problems geometrically. a. maximize 3x + y subject to -x + y 1 2x + y 4 x 0, y 0 b. maximize x + 2y subject to 4x y y 3+x x 0, y 0 ",8,0.698810238724,1.0,0.196096098203,1,2
